Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.Flight,Air.Carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Report.Status,Publication.Date
20200102X82407,Accident,WPR20CA055,2019-12-31,"Elk, CA",United States,39.128611,-123.715833,LLR,Little River,Non-Fatal,Substantial,Airplane,N7095M,Cessna,175,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,13/01/2020
20191231X83852,Accident,CEN20FA049,2019-12-31,"OLATHE, KS",United States,38.846111,-94.736111,OJC,Johnson County Executive,Fatal(2),Destroyed,Airplane,N602TF,Mooney,M20S,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,TAKEOFF,Preliminary,08/01/2020
20200102X54844,Accident,ANC20CA011,2019-12-31,"Fairbanks, AK",United States,64.666945,-148.133334,,N/A,Non-Fatal,Substantial,Airplane,N4667C,Cessna,170,No,1,,Part 91: General Aviation,,Personal,,,,,2,,,Preliminary,02/01/2020
20191230X91852,Accident,CEN20CA048,2019-12-30,"GRANBURY, TX",United States,32.365556,-97.645,,N/A,Non-Fatal,Substantial,Airplane,N519RV,Vans,RV 10,Yes,,,Part 91: General Aviation,,Personal,,,,,1,,,Preliminary,31/12/2019
20191228X62945,,WPR20CA053,2019-12-28,"Missoula, MT",United States,,,MSO,,Unavailable,Substantial,,N4476B,Cessna,170,No,1,,Public Aircraft,,,,,,,,,,Preliminary,03/01/2020
20191228X23853,Accident,CEN20MA044,2019-12-28,"LAFAYETTE, LA",United States,30.176111,-92.0075,LFT,Lafayette Regional Apt,Fatal(5),Destroyed,Airplane,N42CV,Piper,PA 31T,No,2,Turbo Prop,Part 91: General Aviation,,Executive/Corporate,,5,2,2,,IMC,TAKEOFF,Preliminary,06/01/2020
20191225X93635,Accident,ERA20FA056,2019-12-25,"Headland, AL",United States,31.364167,-85.3125,0J6,Headland Municipal,Fatal(1),Substantial,Helicopter,N663SF,Bell,407,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,"Viking Aviation, LLC (DBA: Survival Flight, LLC)",1,,,2,VMC,APPROACH,Preliminary,06/01/2020
20191230X95852,Accident,CEN20WA045,2019-12-24,"San Rafael, Mexico",Mexico,,,,,Unavailable,Destroyed,Airplane,,CESSNA,208,,,,"Non-U.S., Commercial",,,,,,,,,CRUISE,Foreign,
20191223X92250,,WPR20CA052,2019-12-23,"Chandler, AZ",United States,,,CHD,,Unavailable,Substantial,,N924PA,Piper,PA28,No,1,,Part 91: General Aviation,,,,,,,,,,Preliminary,03/01/2020
20191223X91929,Accident,WPR20CA056,2019-12-22,"Lake Havasu, AZ",United States,34.44,-114.345555,,N/A,Non-Fatal,Substantial,,N5057Z,Cosmos,Phase II,No,,,Part 91: General Aviation,,Personal,,,1,,1,VMC,,Preliminary,06/01/2020
20191221X83621,Accident,CEN20FA038,2019-12-21,"Evansville, IN",United States,38.095833,-87.540555,EVV,Evansville Rgnl,Fatal(1),Destroyed,Airplane,N601FL,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,,APPROACH,Preliminary,06/01/2020
20191223X54203,Accident,CEN20CA039,2019-12-20,"Delaware, OH",United States,,,DLZ,,Non-Fatal,Substantial,Airplane,N91WW,Flight Design,CTSW,No,,,Part 91: General Aviation,,Instructional,,,,1,,,,Preliminary,06/01/2020
20191219X84114,Accident,CEN20CA037,2019-12-19,"Beeville, TX",United States,28.3675,-97.796389,BEA,,Non-Fatal,Substantial,Helicopter,N695AP,Robinson,R22,No,1,,Part 91: General Aviation,,Instructional,,,,,1,VMC,,Preliminary,31/12/2019
20191218X74518,Accident,WPR20CA048,2019-12-18,"Caldwell, ID",United States,43.643889,-116.636944,EUL,CALDWELL INDUSTRIAL,Non-Fatal,Substantial,Airplane,N1107C,Piper,PA22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Factual,13/01/2020
20191224X43854,Accident,CEN20LA043,2019-12-18,"Harrison, OH",United States,39.259167,-84.774445,I67,Cincinnati West,Non-Fatal,Substantial,Airplane,N5406R,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Preliminary,02/01/2020
20191219X84839,Accident,CEN20CA036,2019-12-18,"Starkville, MS",United States,,,,,Non-Fatal,Substantial,Airplane,N9566S,Champion,7ECA,No,,,Part 91: General Aviation,,,,,1,,,,,Preliminary,20/12/2019
20191217X72849,Accident,WPR20CA046B,2019-12-17,"Visalia, CA",United States,36.325,-119.398889,KVIS,,Unavailable,,,N961GG,SOCATA,TBM 700,No,,,Part 91: General Aviation,,,,,,,,,,Preliminary,03/01/2020
20191217X72849,Accident,WPR20CA046A,2019-12-17,"Visalia, CA",United States,36.325,-119.398889,KVIS,,Unavailable,Substantial,,N160RW,Beech,300,No,,,Part 91: General Aviation,,,,,,,,,,Preliminary,03/01/2020
20191216X85434,Accident,WPR20CA045,2019-12-16,"Lancaster, CA",United States,,,WJF,,Unavailable,Substantial,,N4098N,Cessna,140,No,1,,Part 91: General Aviation,,,,,,,,,,Preliminary,26/12/2019
20191216X72031,Accident,WPR20CA043,2019-12-16,"Nampa, ID",United States,,,MAN,,Unavailable,Substantial,,N719JS,JOHN Sample,BEARHAWK,No,,,Part 91: General Aviation,,,,,,,,,,Preliminary,03/01/2020
20191216X03953,Accident,WPR20CA050,2019-12-14,"Las Cruces, NM",United States,32.316945,-106.774723,,N/A,Non-Fatal,Substantial,Balloon,N2224H,HEAD,AX8 88B,No,1,,Part 91: General Aviation,,Personal,,,,2,,VMC,,Preliminary,08/01/2020
20191213X05304,Accident,WPR20LA042,2019-12-12,"Carlsbad, CA",United States,33.146389,-117.333611,KCRQ,McCellan,Non-Fatal,Substantial,Airplane,N182EF,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,CRUISE,Preliminary,06/01/2020
20191211X12602,Accident,WPR20LA038,2019-12-11,"Phoenix, AZ",United States,33.683611,-112.110278,DVT,PHOENIX DEER VALLEY,Non-Fatal,Substantial,Airplane,N2822F,Piper,PA-34-200T,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,APPROACH,Preliminary,06/01/2020
20191210X03219,Accident,CEN20FA032,2019-12-09,"Victoria, TX",United States,28.8525,-96.918611,,N/A,Fatal(1),Destroyed,Airplane,N4602B,Cessna,208,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Martinaire Aviation,1,,,,VMC,TAKEOFF,Preliminary,06/01/2020
20191209X51617,Accident,ERA20LA050,2019-12-08,"Willow Springs, MO",United States,36.984166,-91.955556,1H5,Willow Springs Memorial,Non-Fatal,Substantial,Airplane,N914AR,Zenith,ZODIAC CH-650,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,TAKEOFF,Preliminary,20/12/2019
20191213X42028,Accident,CEN20FA034,2019-12-08,"Flower Pot, AZ",United States,34.479445,-111.989166,,N/A,Fatal(1),Destroyed,Airplane,N5557Q,Mooney,M20C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,UNK,,Preliminary,08/01/2020
20191207X83916,Accident,CEN20TA030,2019-12-07,"Omaha, NE",United States,41.194722,-96.1125,MLE,Millard Airport,Non-Fatal,Substantial,Gyroplane,N47EB,Rotary,RAF 2000,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,LANDING,Preliminary,10/12/2019
20191209X55719,Accident,CEN20FA035,2019-12-07,,United States,28.919167,-89.653333,,N/A,Fatal(2),Destroyed,Helicopter,N79LP,Bell,407,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,Panther Helicopters Inc,2,,,,VMC,CRUISE,Preliminary,08/01/2020
20191209X03550,Accident,CEN20TA031,2019-12-06,"Spring Branch, TX",United States,,,1T7,Kestrel Airpark,Non-Fatal,Substantial,Airplane,N408P,Beech,36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,5,VMC,TAKEOFF,Preliminary,26/12/2019
20191206X45310,Accident,WPR20CA041,2019-12-05,"Camas, WA",United States,,,,,Unavailable,,,N52458,Cessna,182,No,1,,Part 91: General Aviation,,,,,,,,,,Preliminary,03/01/2020
20191205X42835,Accident,CEN20LA029,2019-12-04,"Baldwin City, KS",United States,38.836111,-95.181945,K64,Vinland Valley Aerodrome,Non-Fatal,Substantial,Airplane,N45606,Luscombe,8A,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Preliminary,13/01/2020
20191204X13949,Accident,WPR20CA036,2019-12-03,"Nephi, UT",United States,39.878611,-111.857222,U14,Nephi Muni,Non-Fatal,Substantial,Airplane,N864SC,JAVRON,PA-18 Replica,No,,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,13/01/2020
20191204X11047,Accident,ERA20LA047,2019-12-03,"Potts Camp, MS",United States,34.646111,-89.305278,,N/A,Non-Fatal,Substantial,Airplane,N2876Q,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,CRUISE,Preliminary,20/12/2019
20191203X81852,Accident,CEN20LA028,2019-12-03,"Detroit, MI",United States,42.409444,-83.010278,DET,COLEMAN A YOUNG MUNI,Non-Fatal,Substantial,Airplane,N469RJ,Bae,BAE 125 SERIES 800A,No,2,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Business Jet Managers Inc,,,,2,VMC,LANDING,Preliminary,11/12/2019
20191202X50119,Accident,ERA20TA046,2019-12-02,"Vero Beach, FL",United States,27.645833,-80.427778,VRB,Vero Beach Regional,Non-Fatal,Substantial,Airplane,N558PU,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,APPROACH,Preliminary,20/12/2019
20191202X00729,Accident,ERA20CA048,2019-12-01,"Union City, TN",United States,36.38,-88.99,UCY,Everett-Stewart Rgnl,Non-Fatal,Substantial,Airplane,N991WS,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,20/12/2019
20191201X05432,Accident,CEN20FA023,2019-12-01,"San Antonio, TX",United States,29.550833,-98.499722,SAT,SAN ANTONIO INTL,Fatal(3),Substantial,Airplane,N6678P,Piper,PA24,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,3,,,,VMC,APPROACH,Preliminary,16/12/2019
20191201X92833,Accident,ERA20LA045,2019-11-30,"Wrightsville, GA",United States,32.766667,-82.81,,N/A,Non-Fatal,Substantial,Airplane,N52CY,Yakovlev,YAK 52,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,2,,VMC,CRUISE,Preliminary,09/12/2019
20191130X65423,Accident,CEN20FA022,2019-11-30,"Chamberlain, SD",United States,43.765556,-99.337222,9V9,Chamberlain Muni,Fatal(9),Destroyed,Airplane,N56KJ,Pilatus,PC12,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,9,3,,,IMC,TAKEOFF,Preliminary,16/12/2019
20191206X00913,Accident,ANC20WA008,2019-11-30,"Krasnodarsky Krai, Russia",Russia,,,,N/A,Fatal(1),Destroyed,Helicopter,,ROBINSON,R66,No,,,Part 129: Foreign,,,,1,,,,,,Foreign,
20191130X55947,Accident,ANC20FA007,2019-11-29,"Cooper Landing, AK",United States,60.504167,-150.151389,,N/A,Fatal(3),Destroyed,Airplane,N4087G,Piper,PA-31-350,No,,,Part 135: Air Taxi & Commuter,NSCH,,Fly 4 You Inc (DBA: Security Aviation),3,,,,VMC,,Preliminary,10/12/2019
20191202X84853,Accident,CEN20WA024,2019-11-27,"Kingston, Canada",Canada,,,,,Fatal(7),,Airplane,N50DK,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,7,,,,,,Foreign,
20191127X61744,Accident,WPR20FA034,2019-11-26,"North Las Vegas, NV",United States,36.4,-115.180834,VGT,NORTH LAS VEGAS,Fatal(3),Destroyed,Airplane,N7GA,CIRRUS,SR-22,No,,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,VMC,,Preliminary,06/01/2020
20191208X94155,Accident,GAA20WA097,2019-11-25,"Near Puffin Island, Anglesey, United Kingdom",United Kingdom,,,,,Fatal(1),Destroyed,Airplane,,CESSNA,172,No,,,"Non-U.S., Non-Commercial",,,,1,,,,,CRUISE,Foreign,
20191126X43854,Accident,CEN20CA025,2019-11-25,"Mount Pleasant, TX",United States,,,OSA,Mount Pleasant Rgnl,Unavailable,Substantial,Airplane,N15412,Piper,PA34,No,2,,Part 91: General Aviation,,,,,,,,,,Preliminary,11/12/2019
20191126X21659,Accident,ANC20FA005,2019-11-25,"Blythe, CA",United States,33.685277,-115.267223,,N/A,Fatal(1),Destroyed,Airplane,N14UC,Beech,V35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,,CRUISE,Preliminary,11/12/2019
20191124X11831,Accident,ERA20FA043,2019-11-24,"Milton, FL",United States,30.6375,-86.993611,2R4,Peter Prince Airport,Fatal(1),Substantial,Airplane,N24GL,Bushby,BUSHBY MUSTANG M II,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,TAKEOFF,Preliminary,04/12/2019
20191123X03127,Accident,GAA20CA094,2019-11-23,"Simsbury, CT",United States,41.916111,-72.776945,4B9,Simsbury,Non-Fatal,Substantial,Airplane,N5776W,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,1,VMC,LANDING,Factual,07/01/2020
20191125X82535,Accident,GAA20CA092,2019-11-23,"Lamar, CO",United States,38.069723,-102.688611,LAA,Lamar Muni,Non-Fatal,Substantial,Airplane,N595SC,Czech Aircraft Works Spol Sro,Sportscruiser,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,04/12/2019
20191123X40229,Accident,ERA20LA044,2019-11-23,"Okeechobee, FL",United States,27.260556,-80.8475,OBE,Okeechobee County,Non-Fatal,Destroyed,Airplane,N3315C,Beech,E35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,2,,VMC,TAKEOFF,Preliminary,27/11/2019
20191127X05853,Accident,CEN20CA026,2019-11-23,"Clear Lake, MN",United States,45.440277,-93.970556,8Y6,Leaders Clear Lake,Non-Fatal,Substantial,Airplane,N28037,Bellanca,1730,No,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,03/12/2019
20191125X94802,Accident,WPR20FA031,2019-11-22,"Jackpot, NV",United States,41.967778,-114.646111,KPT,Jackpot,Fatal(2),Destroyed,Airplane,N310PD,Grumman,AA5,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,TAKEOFF,Preliminary,06/01/2020
20191125X81910,Accident,CEN20LA020,2019-11-22,"Tyler, TX",United States,32.489722,-95.481945,,N/A,Non-Fatal,Substantial,Airplane,N969JM,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,1,IMC,CRUISE,Preliminary,11/12/2019
20191120X01106,Accident,CEN20FA019,2019-11-20,"San Marcos, TX",United States,29.9,-97.8525,KHYI,San Marcos,Fatal(1),Destroyed,Airplane,N88855,RAYTHEON,A36,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,,,,IMC,TAKEOFF,Preliminary,26/11/2019
20191121X85648,Accident,GAA20CA090,2019-11-19,"Brogue, PA",United States,39.852222,-76.486389,9W8,Baublitz Commercial,Non-Fatal,Substantial,Airplane,N71707,Luscombe,8,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,APPROACH,Factual,07/01/2020
20191118X94020,Accident,ERA20LA038,2019-11-18,"College Park, MD",United States,38.980556,-76.922223,CGS,College Park Airport,Non-Fatal,Substantial,Airplane,N1031M,Mooney,M20M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,26/11/2019
20191117X14532,Accident,WPR20LA024,2019-11-17,"Ogden, UT",United States,41.184444,-112.015,OGD,Ogden-Hinkley Airport,Non-Fatal,Substantial,Airplane,N3206R,Piper,PA28R,No,,,Part 91: General Aviation,,Instructional,,,2,,,VMC,TAKEOFF,Preliminary,02/12/2019
20191219X91426,Accident,GAA20WA100,2019-11-17,"Cascavel, Brazil",Brazil,-24.875834,-53.476945,,,Fatal(4),Substantial,Airplane,,BEECH,V35,No,,,"Non-U.S., Non-Commercial",,,,4,,,,,APPROACH,Foreign,
20191208X00449,Accident,GAA20WA098,2019-11-17,"Los Andes/San Raphael, Chile",Chile,,,,,Fatal(1),,Airplane,,CESSNA,172,No,,,"Non-U.S., Non-Commercial",,,,1,,,3,,STANDING,Foreign,
20191121X01445,Accident,GAA20CA089,2019-11-17,"DuBois, PA",United States,41.178334,-78.898611,DUJ,Dubois Rgnl,Non-Fatal,Substantial,Airplane,N683SP,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,04/12/2019
20191118X84400,Accident,GAA20CA081,2019-11-17,"West Jefferson, OH",United States,39.935555,-83.236389,49OH,,Unavailable,Substantial,,N18416,Stinson,SR9,No,,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,19/11/2019
20191118X94748,Accident,ERA20CA036,2019-11-17,"Venice, FL",United States,27.067223,-82.440277,VNC,VENICE MUNI,Non-Fatal,Destroyed,Airplane,N5909V,Piper,PA32,No,1,,Part 91: General Aviation,,Personal,,,,1,1,VMC,,Preliminary,01/01/2020
20191117X11447,Accident,WPR20LA026,2019-11-16,"Livermore, CA",United States,37.696111,-121.819723,LVK,Livermore Muni,Non-Fatal,Substantial,Airplane,N8589D,Piper,PA 18,No,1,Reciprocating,Part 91: General Aviation,,Banner Tow,,,,,1,VMC,MANEUVERING,Preliminary,06/01/2020
20191117X13706,Accident,WPR20LA025,2019-11-16,"Heber City, UT",United States,40.478889,-111.433889,HCR,Heber Valley,Non-Fatal,Substantial,Airplane,N694US,North American,SNJ-4,No,,Reciprocating,Part 91: General Aviation,,Aerial Observation,,,,,2,VMC,LANDING,Preliminary,02/12/2019
20191122X24349,Accident,GAA20CA086,2019-11-16,"Sherman/Dennison, TX",United States,33.714167,-96.674445,GYI,North Texas Rgnl/Perrin Field,Non-Fatal,Substantial,Airplane,N4705Q,Cessna,152,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,16/12/2019
20191122X42900,Incident,ENG20IA005,2019-11-16,"Penobscot, ME",United States,44.521111,-68.641111,,N/A,Incident,Minor,Helicopter,N901EM,Agusta,A109,No,2,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,SevenBar Aviation LLC,,,,4,VMC,,Preliminary,11/12/2019
20191116X25814,Accident,GAA20CA076,2019-11-15,"San Antonio, TX",United States,,,SAT,San Antonio Intl,Unavailable,Substantial,,N973CG,Cessna,525,No,,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,19/11/2019
20191118X02529,Accident,ERA20LA039,2019-11-15,"West Liberty, KY",United States,38.070834,-83.245,,N/A,Non-Fatal,Substantial,Airplane,N831RS,Rans,RANS S7 COURIER,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,DESCENT,Preliminary,11/12/2019
20191120X60315,Accident,GAA20CA087,2019-11-14,"Erwin, NC",United States,35.380278,-78.732223,HRJ,Harnett Rgnl Jetport,Non-Fatal,Substantial,Airplane,N47CV,Fisher,FP 202 KOALA,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,02/01/2020
20191121X84313,Accident,ERA20WA041,2019-11-14,"Marau, Brazil",Brazil,,,,,Fatal(3),Destroyed,Airplane,,Cessna,550,No,,,"Non-U.S., Non-Commercial",,,,3,6,1,,,APPROACH,Foreign,
20191113X90121,Accident,WPR20LA022,2019-11-13,"Red Rock, AZ",United States,32.476111,-111.337777,,,Non-Fatal,Substantial,Airplane,N704QJ,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CLIMB,Preliminary,02/12/2019
20191113X91346,Accident,WPR20LA029,2019-11-12,"Salt Lake City, UT",United States,40.170556,-111.645,,N/A,Non-Fatal,Substantial,Helicopter,N271HC,Agusta,A109,No,2,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,IHC Health Services Inc,,,,3,,CRUISE,Preliminary,02/12/2019
20191114X14335,Accident,GAA20CA074,2019-11-12,"FallBrook, CA",United States,33.354167,-117.250833,L18,FALLBROOK COMMUNITY AIRPARK,Unavailable,Substantial,Airplane,N3803S,Cessna,172,No,1,,Part 91: General Aviation,,Instructional,,,,,,VMC,,Preliminary,07/12/2019
20191112X03916,Accident,GAA20CA067,2019-11-12,"Pembroke Pines, FL",United States,26.001111,-80.240833,HWO,North Perry,Unavailable,,Airplane,N739UA,Cessna,172,No,1,,Part 91: General Aviation,,Instructional,,,,,,,,Preliminary,14/11/2019
20191112X55053,Accident,WPR20WA021,2019-11-11,"Tunis, Tunisia",Tunisia,36.886944,10.271667,,,Fatal(1),Destroyed,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Commercial",,,,1,,,,,CRUISE,Foreign,
20191116X51416,Accident,WPR20LA028,2019-11-11,"Metaline, WA",United States,48.807222,-117.291944,,,Fatal(1),,Airplane,N8749T,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,06/01/2020
20191112X40210,Accident,GAA20CA080,2019-11-11,"Fitzgerald, GA",United States,31.683889,-83.270834,FZG,Fitzgerald Muni,Non-Fatal,Substantial,Airplane,N844SA,SYMPHONY AIRCRAFT IND INC,SA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAXI,Factual,20/12/2019
20191112X15408,Accident,GAA20CA071,2019-11-11,"San Luis, CO",United States,37.065,-105.463611,33CO,Melby Ranch Airstrip,Non-Fatal,Substantial,Airplane,N91846,Cessna,182,No,1,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,07/12/2019
20191111X00550,Accident,GAA20CA070,2019-11-11,"Kalispell, MT",United States,41.240277,-120.526111,9CL3,Likely,Non-Fatal,Substantial,,N195BG,Cessna,195,No,1,,Part 91: General Aviation,,Personal,,,,,2,,,Preliminary,20/11/2019
20191111X91004,Accident,GAA20CA072,2019-11-10,"Mexico, MO",United States,39.037777,-91.725556,6MU4,Flying Shamrock,Non-Fatal,Substantial,Airplane,N29173,Cessna,U206,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,,,,1,VMC,STANDING,Factual,02/01/2020
20191111X91036,Accident,GAA20CA063,2019-11-10,"Lebanon, IN",United States,40.036111,-86.482223,6I4,Boone County,Non-Fatal,Substantial,Helicopter,N827MW,Sikorsky,S 58JT,No,2,,Part 91: General Aviation,,Positioning,,,,3,,VMC,,Preliminary,19/11/2019
20191111X84900,Accident,ERA20LA033,2019-11-10,"St. Augustine, FL",United States,29.941389,-81.317778,SGJ,Northeast Florida Regional,Non-Fatal,Substantial,Airplane,N5765H,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,1,,VMC,APPROACH,Preliminary,21/11/2019
20191111X71326,Accident,ANC20LA004,2019-11-10,"Goodnews Bay, AK",United States,59.112222,-161.581389,,N/A,Non-Fatal,Substantial,Airplane,N7721C,Piper,PA32R,No,1,Reciprocating,Part 91: General Aviation,,Other Work Use,,,,,2,VMC,TAKEOFF,Preliminary,04/12/2019
20191109X11440,Accident,GAA20CA084,2019-11-09,"Broomfield, CO",United States,39.908889,-105.117223,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N6206V,Beech,55,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,02/01/2020
20191109X20522,Accident,GAA20CA079,2019-11-09,"Quakertown, PA",United States,40.435277,-75.381945,UKT,QUAKERTOWN,Non-Fatal,Substantial,Airplane,N2961W,Piper,PA28,No,1,,Part 91: General Aviation,,Instructional,,,,,1,VMC,,Preliminary,07/12/2019
20191109X24202,Accident,GAA20CA064,2019-11-09,"Huntsville, AR",United States,36.078056,-93.755,H34,Huntsville Muni,Non-Fatal,Substantial,Airplane,N24EP,New Glasair,SPORTSMAN GS-2,Yes,,,Part 91: General Aviation,,Personal,,,,1,,VMC,,Preliminary,13/11/2019
20191109X14019,Accident,ERA20LA035,2019-11-09,"Griffin, GA",United States,33.226945,-84.275,6A2,Griffin-Spalding County,Non-Fatal,Substantial,Airplane,N686DR,Beech,55,No,,,Part 91: General Aviation,,Personal,,,,,5,VMC,TAKEOFF,Preliminary,04/12/2019
20191109X25211,Accident,CEN20LA018,2019-11-09,"Houston, TX",United States,,,DWH,David Wayne Hooks Memorial Air,Non-Fatal,Substantial,Airplane,N7703J,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,TAKEOFF,Preliminary,14/11/2019
20191109X41322,Accident,GAA20CA085,2019-11-08,"Salt Lake City, UT",United States,,,SLC,,Unavailable,,,N914MB,Piper,PA60,No,,,Part 91: General Aviation,,,,,,,,,,Preliminary,21/11/2019
20191108X35515,Accident,GAA20CA069,2019-11-08,"Tyler, TX",United States,32.353611,-95.403056,TYR,Tyler Pounds Rgnl,Non-Fatal,Substantial,Airplane,N9925N,Cessna,180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,19/12/2019
20191210X62422,Incident,ENG20WA008,2019-11-08,"Raipur, India",India,,,,"Raipur, India",Incident,Minor,Airplane,,AIRBUS,A321,No,,,"Non-U.S., Commercial",SCHD,,,,,,,,CRUISE,Foreign,
20191107X55010,Accident,WPR20FA019,2019-11-07,"Upland, CA",United States,34.109722,-117.669723,CCB,Cable Airport,Fatal(1),Destroyed,Airplane,N220MT,Cirrus,SR22,No,,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,03/12/2019
20191107X13434,Accident,GAA20CA062,2019-11-07,"Groveland, FL",United States,28.405833,-81.837777,6FL0,Seminole Lake,Non-Fatal,Substantial,Helicopter,N6746D,Bell,47G,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,12/11/2019
20191108X20342,Incident,WPR20WA020,2019-11-06,"Vereeniging, South Africa",South Africa,,,,N/A,Incident,,Airplane,,CESSNA,172,No,,,Unknown,,,,,,,2,,CRUISE,Foreign,
20191114X35333,Accident,GAA20CA075,2019-11-06,"Broomfield, CO",United States,39.908889,-105.117223,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N97596,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,UNK,CRUISE,Factual,02/01/2020
20191106X94258,Accident,GAA20CA073,2019-11-06,"Waynesville, OH",United States,39.476667,-84.093889,2OH9,Caesar Creek Soaring Club,Unavailable,Substantial,Glider,N16TD,Schleicher,ASW15,No,,,Part 91: General Aviation,,Personal,,,,,,VMC,,Preliminary,19/11/2019
20191108X21802,Incident,DCA20IA014,2019-11-06,"Atlanta, GA",United States,,,,,Incident,,Airplane,N117HQ,Embraer,ERJ170,No,,,Part 121: Air Carrier,SCHD,,Republic Airline Inc,,,,9,,TAKEOFF,Preliminary,04/12/2019
20191105X00542,Accident,WPR20LA032,2019-11-04,"Hurricane, UT",United States,37.140277,-113.306111,1L8,General Dick Stout Field,Non-Fatal,Substantial,Airplane,N936TC,Beech,36,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,06/01/2020
