Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.Flight,Air.Carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Report.Status,Publication.Date
20001213X31884,Accident,MKC87FA169,1987-08-26,"KANORADO, KS",United States,,,,,Fatal(1),Destroyed,,N8975P,PIPER,PA-24-260,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,MANEUVERING,Probable Cause,24/04/1989
20001213X31876,Accident,MIA87LA233,1987-08-26,"LELAND, MS",United States,,,,PRATHER FARMS AIRSTRIP,Non-Fatal,Substantial,,N4002K,AYRES,S2R-600,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,CRUISE,Probable Cause,07/10/1988
20001213X31867,Accident,MIA87FA234,1987-08-26,"VERO BEACH, FL",United States,,,VRB,VERO BEACH,Non-Fatal,Destroyed,,N2316D,PIPER,PA-38-112,No,1,Reciprocating,,,Instructional,,0,1,0,0,VMC,APPROACH,Probable Cause,11/01/1989
20001213X31772,Accident,DEN87FA224,1987-08-26,"DEVILS LAKE, ND",United States,,,,,Non-Fatal,Destroyed,,N11024,CHAMPION,7ECA,No,1,Reciprocating,,,Personal,,0,2,0,0,VMC,MANEUVERING,Probable Cause,25/10/1988
20001213X31948,Accident,SEA87LA176,1987-08-25,"OAK HARBOR, WA",United States,,,76S,OAK HARBOR AIRPARK,Non-Fatal,Destroyed,,N19092,CESSNA,150,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,GO-AROUND,Probable Cause,07/10/1988
20001213X31894,Accident,MKC87LA167,1987-08-25,"HOT SPRINGS, AR",United States,,,,,Non-Fatal,Substantial,,N5683U,PIPER,PA-28-140,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,CRUISE,Probable Cause,24/04/1989
20001213X31875,Accident,MIA87LA232,1987-08-25,"SARASOTA, FL",United States,,,SRQ,SARASOTA-BRADENTON,Non-Fatal,Substantial,,N4745A,CESSNA,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,APPROACH,Probable Cause,07/10/1988
20001213X31857,Accident,LAX87LA314,1987-08-25,"TEMPLE BAR, AZ",United States,,,U30,TEMPLE BAR,Non-Fatal,Destroyed,,N733TA,CESSNA,172N,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,29/11/1988
20001213X31791,Accident,FTW87DQG03,1987-08-25,"SEMINOLE, TX",United States,,,,,Non-Fatal,Substantial,,N6888Q,SCHWEIZER,G-164-A,No,1,Reciprocating,,UNK,Aerial Application,,0,1,0,1,VMC,LANDING,Probable Cause,31/08/1988
20001213X31763,Accident,DEN87DTE04,1987-08-25,"STONINGTON, CO",United States,,,,,Non-Fatal,Substantial,,N731GG,CESSNA,A188B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,LANDING,Probable Cause,25/10/1988
20001213X31736,Accident,CHI87DEM12,1987-08-25,"CHARLEVOIX, MI",United States,,,CVX,CHARLEVOIX MUNICIPAL,Non-Fatal,Substantial,,N76SC,PITTS,S-1,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,27/12/1988
20001213X31720,Accident,ATL87LA241,1987-08-25,"BAXLEY, GA",United States,,,,,Non-Fatal,Substantial,,N4275F,CESSNA,172,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,CRUISE,Probable Cause,27/05/1988
20001213X31706,Accident,ATL87FA240,1987-08-25,"ATLANTA, GA",United States,,,ATL,ATL. HARTSFIELD INTL. APT,Non-Fatal,Substantial,,N720DA,LOCKHEED,L-1011-385-1,No,3,Turbo Fan,,SCHD,Unknown,"DELTA AIRLINES,INC.",0,0,0,147,VMC,LANDING,Probable Cause,11/01/1989
20001213X31693,Accident,ANC87LA129,1987-08-25,"MONTAGUE ISLAND, AK",United States,,,,NELLIE MARTIN RIVER,Non-Fatal,Substantial,,N3842M,PIPER,PA-12,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,APPROACH,Probable Cause,11/01/1989
20001213X31794,Accident,FTW87DRD12,1987-08-24,"MANSFIELD, LA",United States,,,3F3,DESOTA PARISH,Non-Fatal,Destroyed,,N5700D,PIPER,PA-22-150,No,1,Reciprocating,,,Personal,,0,2,1,0,VMC,TAKEOFF,Probable Cause,16/05/1989
20001213X31787,Accident,DEN87LA227,1987-08-24,"ALBUQUERQUE, NM",United States,,,4AC,CORONADO,Non-Fatal,Substantial,,N735TJ,CESSNA,182Q,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,29/11/1988
20001213X31718,Accident,ATL87LA238,1987-08-24,"MARIETTA, GA",United States,,,NCQ,NAS ATLANTA,Non-Fatal,Substantial,,N64191,CESSNA,172M,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,LANDING,Probable Cause,11/01/1989
20001213X31696,Accident,ANC87LA133,1987-08-24,"CENTRAL, AK",United States,,,CEM,CENTRAL,Non-Fatal,Substantial,,N8507E,CHAMPION,7GC,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,02/05/1988
20001213X31947,Accident,SEA87LA175,1987-08-23,"TUKWILA, WA",United States,,,,,Non-Fatal,Substantial,,N8379Z,ROBINSON,R-22,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,07/10/1988
20001213X31946,Accident,SEA87LA174,1987-08-23,"TWIN FALLS, ID",United States,,,TWF,JOSLIN FIELD,Fatal(1),Destroyed,,N38Z,LUTZ,FLYING DUTCHMAN,Yes,1,Reciprocating,,,Unknown,,1,0,0,0,VMC,APPROACH,Probable Cause,17/10/1988
20001213X31924,Accident,NYC87LA239,1987-08-23,"BINGHAM, ME",United States,,,,,Non-Fatal,Substantial,,N96241,TAYLORCRAFT,BC-12D,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,TAKEOFF,Probable Cause,31/03/1989
20001213X31923,Accident,NYC87LA238,1987-08-23,"BEAVER FALLS, PA",United States,,,BVI,BEAVER COUNTY,Non-Fatal,Substantial,,N93012,BOEING,B-17G,No,4,Reciprocating,,,Personal,,0,1,2,9,VMC,LANDING,Probable Cause,11/01/1989
20001213X31874,Accident,MIA87LA230,1987-08-23,VEGA BAJA,,,,,,Non-Fatal,Substantial,,N100UA,Grumman American,AA-5,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,27/05/1988
20001213X31869,Incident,MIA87IA229,1987-08-23,"W.PALM BEACH, FL",United States,,,PBI,WEST PALM BEACH,Incident,Minor,,N3767C,CESSNA,402B,No,2,Reciprocating,,SCHD,Unknown,"CHANDELLE AVIATION,INC.",0,0,0,4,VMC,TAKEOFF,Probable Cause,10/07/1989
20001213X31866,Accident,MIA87FA231,1987-08-23,"PENSACOLA, FL",United States,,,82J,FERGUSON,Non-Fatal,Destroyed,,N4741D,CESSNA,182A,No,1,Reciprocating,,,Personal,,0,2,0,0,VMC,TAKEOFF,Probable Cause,24/04/1989
20001213X31859,Accident,LAX87LA316,1987-08-23,"CONDORD, CA",United States,,,CCR,BUCHANAN FLD,Non-Fatal,Substantial,,N8441,PIPER,PA-30-160,No,2,Reciprocating,,,Unknown,,0,0,0,4,VMC,TAKEOFF,Probable Cause,26/05/1989
20001213X31855,Accident,LAX87LA312,1987-08-23,"TUCSON, AZ",United States,,,TUS,TUCSON INTL,Non-Fatal,Substantial,,N26250,GULFSTREAM AMERICAN,AA-5A,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,TAKEOFF,Probable Cause,25/01/1989
20001213X31854,Accident,LAX87LA311,1987-08-23,"LONG BEACH, CA",United States,,,LBG,LONG BEACH,Non-Fatal,Substantial,,N9144T,PIPER,PA-28-181,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,APPROACH,Probable Cause,16/06/1989
20001213X31853,Accident,LAX87LA310,1987-08-23,"KAILUA-KONA, HI",United States,,,,,Non-Fatal,Substantial,,N2777R,BELL,206B,No,1,Turbo Shaft,,NSCH,Unknown,,0,0,1,4,VMC,MANEUVERING,Probable Cause,24/04/1989
20001213X31836,Accident,LAX87FA309,1987-08-23,"SALTON CITY, CA",United States,,,,,Fatal(2),Destroyed,,N3784Q,BEECH,C-55,No,2,Reciprocating,,,Instructional,,2,0,0,0,VMC,MANEUVERING,Probable Cause,28/11/1989
20001213X31826,Accident,LAX87DUM05,1987-08-23,"RAMONA, CA",United States,,,L39,RAMONA,Fatal(1),Destroyed,,N6524J,SAWYER,DF-9,Yes,1,Reciprocating,,,Personal,,1,0,0,0,UNK,MANEUVERING,Probable Cause,24/02/1989
20001213X31805,Accident,FTW87FA206B,1987-08-23,"LISSIE, TX",United States,,,,,Fatal(3),Destroyed,,N1038U,PIPER,PA-34-200,No,2,Reciprocating,,,Business,,3,0,0,0,VMC,CRUISE,Probable Cause,24/02/1989
20001213X31805,Accident,FTW87FA206A,1987-08-23,"LISSIE, TX",United States,,,,,Fatal(3),Destroyed,,N4745U,CESSNA,U206G,No,1,Reciprocating,,,Ferry,,3,0,0,0,VMC,CRUISE,Probable Cause,24/02/1989
20001213X31773,Accident,DEN87FA226,1987-08-23,"CUBERO, NM",United States,,,,,Fatal(1),Destroyed,,N5247V,CESSNA,172RG,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,CRUISE,Probable Cause,11/01/1989
20001213X31753,Accident,CHI87LA196,1987-08-23,"LONGVILLE, MN",United States,,,D33,LONGVILLE MUNI,Non-Fatal,Destroyed,,N8799M,BEECH,A23,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,31/03/1989
20001213X31742,Accident,CHI87FA195,1987-08-23,"BAILEYVILLE, IL",United States,,,,,Fatal(3),Destroyed,,N8207B,CESSNA,172,No,1,Reciprocating,,,Personal,,3,0,0,0,VMC,MANEUVERING,Probable Cause,26/05/1989
20001213X31733,Accident,BFO87LA058,1987-08-23,"SOMERVILLE, VA",United States,,,8W8,HARTWOOD,Non-Fatal,Substantial,,N81CA,BEECH,D50C,No,2,Reciprocating,,,Unknown,,0,0,1,1,VMC,TAKEOFF,Probable Cause,07/10/1988
20001213X31719,Accident,ATL87LA239,1987-08-23,"LEWISBURG, KY",United States,,,,,Non-Fatal,Substantial,,N5270B,CESSNA,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,CRUISE,Probable Cause,08/11/1988
20001213X31692,Accident,ANC87LA128,1987-08-23,"LITTLE DELTA, AK",United States,,,,,Non-Fatal,Substantial,,N3341M,PIPER,PA-12-150,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,31/08/1988
20001213X31691,Accident,ANC87LA127,1987-08-23,"MERRILL PASS, AK",United States,,,,,Non-Fatal,Substantial,,N8288Z,PIPER,PA-18,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,06/10/1988
20001213X31903,Accident,NYC87FAMS2,1987-08-22,"NANTUCKET, MA",United States,,,ACK,NANTUCKET,Fatal(2),Destroyed,,N83232,PIPER,PA-28-161,No,1,Reciprocating,,,Personal,,2,0,0,0,UNK,APPROACH,Probable Cause,07/10/1988
20001213X31896,Accident,NYC87DHJ02,1987-08-22,"MATTITUCK, NY",United States,,,,MATTITUCK,Fatal(2),Destroyed,,N2262N,REDER,KR-2,Yes,1,Reciprocating,,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,16/06/1989
20001213X31883,Accident,MKC87FA165,1987-08-22,"BATESVILLE, AR",United States,,,BVX,REGIONAL,Fatal(3),Destroyed,,N6079D,PIPER,PA-22-150,No,1,Reciprocating,,,Personal,,3,0,0,0,VMC,TAKEOFF,Probable Cause,07/10/1988
20001213X31873,Accident,MIA87LA228,1987-08-22,"PANAMA CITY, FL",United States,,,,,Non-Fatal,Substantial,,N3771M,NORTH AMERICAN,AT-6D,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,CRUISE,Probable Cause,07/10/1988
20001213X31856,Accident,LAX87LA313,1987-08-22,"BUCKEYE, AZ",United States,,,BXK,BUCKEYE MUNI,Non-Fatal,Substantial,,N2483L,PIPER,PA-38-112,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,LANDING,Probable Cause,16/06/1989
20001213X31758,Incident,CHI87NA194,1987-08-22,"BELLEVILLE, IL",United States,,,DLV,SCOTT AFB,Incident,Minor,,N609TW,BOEING,767-231ER,No,2,Turbo Fan,,SCHD,Unknown,TRANSWORLD AIRLINES (DBA: TWA),0,0,3,178,VMC,APPROACH,Probable Cause,18/04/1989
20001213X31716,Accident,ATL87LA236,1987-08-22,"MT AIRY, NC",United States,,,MWK,MOUNT AIRY-SURRY COUNTY,Non-Fatal,Substantial,,N3463Y,CESSNA,A185F,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,LANDING,Probable Cause,25/10/1988
20001213X31945,Accident,SEA87LA173,1987-08-21,"BURNS, OR",United States,,,,,Non-Fatal,Substantial,,N2007Y,CESSNA,172,No,1,Reciprocating,,,Personal,,0,1,2,0,VMC,DESCENT,Probable Cause,07/10/1988
20001213X31822,Accident,LAX87DUG07,1987-08-21,"REDLANDS, CA",United States,,,L12,REDLANDS,Fatal(2),Destroyed,,N2GQ,QUICKIE,Q-200,Yes,1,Reciprocating,,,Personal,,2,0,0,0,VMC,APPROACH,Probable Cause,24/02/1989
20001213X31765,Accident,DEN87DTI01,1987-08-21,"BASIN, WY",United States,,,,PRIVATE,Non-Fatal,Substantial,,N72414,CESSNA,A188B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,TAKEOFF,Probable Cause,25/10/1988
20001213X31729,Accident,BFO87FA057,1987-08-21,"WASHINGTON, DC",United States,,,,,Fatal(3),Destroyed,,N83080,BELL,206B,No,1,Turbo Shaft,,,Unknown,,3,1,0,0,VMC,MANEUVERING,Probable Cause,06/10/1988
20001213X31725,Accident,BFO87DHD08,1987-08-21,"WILMINGTON, DE",United States,,,ILG,GREATER WILMINGTON,Non-Fatal,Destroyed,,N533BD,Bede Aircraft,BD5B,Yes,1,Reciprocating,,,Personal,,0,0,1,0,VMC,TAKEOFF,Probable Cause,10/11/1992
20001213X31944,Accident,SEA87LA172,1987-08-20,"GRANDVIEW, WA",United States,,,,,Non-Fatal,Substantial,,N74161,BELL,47G2,No,1,Reciprocating,,,Positioning,,0,1,0,0,VMC,MANEUVERING,Probable Cause,29/11/1988
20001213X31943,Accident,SEA87LA171,1987-08-20,"KELSO, WA",United States,,,KLS,KELSO LONGVIEW,Non-Fatal,Destroyed,,CGHKY,CESSNA,172,No,1,Reciprocating,,,Personal,,0,1,2,0,VMC,LANDING,Probable Cause,29/11/1988
20001213X31926,Accident,NYC87MA236B,1987-08-20,"NEWBURGH, NY",United States,,,SWF,STEWART INTL,Non-Fatal,Substantial,,N908AX,MCDONNELL DOUGLAS,DC-9-31,No,2,Turbo Fan,,NSCH,,,0,0,0,6,IMC,TAXI,Probable Cause,06/10/1989
20001213X31926,Accident,NYC87MA236A,1987-08-20,"NEWBURGH, NY",United States,,,SWF,STEWART INTL,Non-Fatal,Substantial,,N951R,MCDONNELL DOUGLAS,DC-8-63,No,4,Turbo Fan,,NSCH,,ROSENBALM AVIATION,0,0,0,6,IMC,LANDING,Probable Cause,06/10/1989
20001213X31893,Accident,MKC87LA166,1987-08-20,"CRESTON, IA",United States,,,CSQ,CRESTON MUNICIPAL,Non-Fatal,Substantial,,N6078N,BEECH,B23,No,1,Reciprocating,,,Business,,0,0,0,4,VMC,APPROACH,Probable Cause,11/01/1989
20001213X31872,Accident,MIA87LA227,1987-08-20,"HIGHLAND BEACH, FL",United States,,,,,Non-Fatal,Substantial,,N1591M,CESSNA,182P,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,CRUISE,Probable Cause,31/08/1988
20001213X31786,Accident,DEN87LA223,1987-08-20,"LONGMONT, CO",United States,,,2V2,LONGMOUNT MUNIC.,Non-Fatal,Substantial,,N4700M,PIPER,PA-11,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,06/10/1988
20001213X31766,Accident,DEN87DTK01,1987-08-20,"ABERDEEN, SD",United States,,,,,Fatal(1),Destroyed,,N44TA,BUSHBY,MUSTANG II,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,MANEUVERING,Probable Cause,07/10/1988
20001213X31942,Accident,SEA87LA170,1987-08-19,"BOULDER CITY, NV",United States,,,BLD,BOULDER CITY,Non-Fatal,Substantial,,N5549B,CESSNA,182,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,LANDING,Probable Cause,07/10/1988
20001213X31852,Accident,LAX87LA308,1987-08-19,"EHRENBERG, AZ",United States,,,,,Non-Fatal,Substantial,,N5753H,PIPER,PA-16,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,07/06/1989
20001213X31819,Accident,FTW87LA205,1987-08-19,"HOUSTON, TX",United States,,,T17,WEISER,Non-Fatal,Substantial,,N11249,BEECH,RC-45J,No,2,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,08/11/1988
20001213X31817,Accident,FTW87LA202,1987-08-19,"BRIDGEPORT, TX",United States,,,,,Non-Fatal,Substantial,,N6895J,PIPER,PA-28-181,No,1,Reciprocating,,,Personal,,0,0,2,1,VMC,CRUISE,Probable Cause,27/05/1988
20001213X31804,Accident,FTW87FA203,1987-08-19,SHIP SHOAL 214C,,,,,SHIP SHOAL 214C,Non-Fatal,Substantial,,N359E,AEROSPATIALE,AS-355F-1,No,2,Turbo Shaft,,,Executive/Corporate,,0,2,0,2,VMC,TAKEOFF,Probable Cause,16/06/1989
20001213X31795,Accident,FTW87DRD13,1987-08-19,"MONROE, LA",United States,,,MLU,MONROE REG.,Non-Fatal,Substantial,,N3159C,Air Tractor,AT-400A,No,1,Turbo Prop,,UNK,Aerial Application,,0,0,0,1,VMC,MANEUVERING,Probable Cause,31/08/1988
20001213X31705,Accident,ATL87FA235,1987-08-19,"CAMILIA, GA",United States,,,,,Fatal(1),Destroyed,,N7559T,CESSNA,172A,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,MANEUVERING,Probable Cause,14/02/1989
20001213X31690,Accident,ANC87LA126,1987-08-19,"CLEAR, AK",United States,,,,,Non-Fatal,Substantial,,N5530T,CESSNA,172,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,GO-AROUND,Probable Cause,05/07/1988
20001213X31941,Accident,SEA87LA169,1987-08-18,"LAS VEGAS, NV",United States,,,LAS,MCCARREN,Non-Fatal,Substantial,,N233BG,MOONEY,M20-K,No,1,Reciprocating,,,Personal,,0,1,1,0,VMC,GO-AROUND,Probable Cause,29/11/1988
20001213X31902,Accident,NYC87FA272,1987-08-18,"MARTHA VINEYARD, MA",United States,,,,,Fatal(1),Destroyed,,N5060K,BELLANCA,8GCBC,No,1,Reciprocating,,,Business,,1,0,0,0,VMC,MANEUVERING,Probable Cause,03/07/1989
20001213X31818,Accident,FTW87LA204,1987-08-18,"TERLINGUA, TX",United States,,,17XS,LAJITAS,Non-Fatal,Substantial,,N5629D,BEECH,F50,No,2,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,16/06/1989
20001213X31793,Accident,FTW87DRD11,1987-08-18,"BASTROP, LA",United States,,,,,Fatal(1),Minor,,N9685,GRUMMAN,G-164A,No,1,Reciprocating,,UNK,Aerial Application,,1,0,0,1,VMC,MANEUVERING,Probable Cause,27/12/1988
20001213X31752,Accident,CHI87LA193,1987-08-18,"TROY, MI",United States,,,3BB,BIG BEAVER,Non-Fatal,Substantial,,N32387,PIPER,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,1,2,VMC,TAKEOFF,Probable Cause,25/10/1988
20001213X31717,Accident,ATL87LA237,1987-08-18,"JACKSONVILLE, AL",United States,,,,JACKSONVILLE,Non-Fatal,Substantial,,N733DQ,CESSNA,172,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,11/01/1989
20001213X31704,Accident,ATL87FA234,1987-08-18,"AURORA, NC",United States,,,,,Fatal(1),Destroyed,,N5561U,PIPER,PA-28-140,No,1,Reciprocating,,,Personal,,1,0,2,0,VMC,CRUISE,Probable Cause,11/01/1989
20001213X31940,Accident,SEA87LA168,1987-08-17,"KENT, WA",United States,,,S36,CREST AIRPARK,Non-Fatal,Substantial,,N4235D,BEECH,G35,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,07/10/1988
20001213X31939,Accident,SEA87LA167,1987-08-17,"JUNEAU, AK",United States,,,JNU,JUNEAU INT'L,Non-Fatal,Substantial,,N2507K,LUSCOMBE,8A,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,STANDING,Probable Cause,25/10/1988
20001213X31931,Accident,SEA87FA166,1987-08-17,"KETTLE FALLS, WA",United States,,,,,Fatal(1),Destroyed,,N9747B,CESSNA,172RG,No,1,Reciprocating,,,Personal,,1,2,0,0,VMC,MANEUVERING,Probable Cause,29/11/1988
20001213X31882,Accident,MKC87FA163,1987-08-17,"EXCELSIOR SPGS, MO",United States,,,3EX,EXCELSIOR SPRING MEM.,Non-Fatal,Destroyed,,N3204V,BEECH,35,No,1,Reciprocating,,,Personal,,0,2,1,0,VMC,CRUISE,Probable Cause,16/06/1989
20001213X31784,Accident,DEN87LA221,1987-08-17,"STEAMBOAT SPRIN, CO",United States,,,,,Non-Fatal,Destroyed,,N7494J,PIPER,PA-28R-180,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,CLIMB,Probable Cause,02/05/1988
20001213X31751,Accident,CHI87LA192,1987-08-17,"MONTICELLO, MN",United States,,,20Y,MONTICELLO,Non-Fatal,Substantial,,N1354D,CESSNA,170A,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,TAKEOFF,Probable Cause,25/10/1988
20001213X31732,Accident,BFO87LA055,1987-08-17,"DANVILLE, VA",United States,,,,,Non-Fatal,Substantial,,N11872,CESSNA,150L,No,1,Reciprocating,,,Instructional,,0,0,1,1,VMC,CRUISE,Probable Cause,29/11/1988
20001213X31728,Accident,BFO87FA056,1987-08-17,"HEDGESVILLE, WV",United States,,,,FLYING D,Fatal(2),Destroyed,,N9827A,CESSNA,190,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,GO-AROUND,Probable Cause,31/03/1989
20001213X31689,Accident,ANC87LA125,1987-08-17,"HOMER, AK",United States,,,HOM,HOMER,Non-Fatal,Substantial,,N3580M,PIPER,PA-12,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,31/08/1988
20001213X31930,Accident,SEA87FA165,1987-08-16,"BELLEVUE, WA",United States,,,,,Fatal(1),Destroyed,,N41871,FLEET,16B,No,1,Reciprocating,,,Personal,,1,1,0,0,VMC,CLIMB,Probable Cause,07/10/1988
20001213X31922,Accident,NYC87LA235,1987-08-16,"LAKEWOOD, NJ",United States,,,,LAKEWOOD,Non-Fatal,Destroyed,,N41994,PIPER,PA-28-151,No,1,Reciprocating,,,Personal,,0,1,1,0,VMC,CRUISE,Probable Cause,16/06/1989
20001213X31891,Accident,MKC87LA162,1987-08-16,"MEADE, KS",United States,,,8K4,MEADE MUNI,Non-Fatal,Substantial,,N900K,MAXFIELD,PITTS S-1S,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,11/01/1989
20001213X31848,Accident,LAX87LA301,1987-08-16,"MADERA, CA",United States,,,,PVT STRIP,Non-Fatal,Substantial,,N65451,CESSNA,152,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,16/06/1989
20001213X31835,Accident,LAX87FA306,1987-08-16,"CLIFTON, AZ",United States,,,CFT,GREENLEE COUNTY,Non-Fatal,Destroyed,,N26596,CESSNA,421C,No,2,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,03/07/1989
20001213X31814,Accident,FTW87LA199,1987-08-16,"LITTLEFIELD, TX",United States,,,Q00,LITTLEFIELD MUNICIPAL,Non-Fatal,Substantial,,N9997Q,LET,L-13,No,0,Unknown,,,Personal,,0,0,0,2,VMC,MANEUVERING,Probable Cause,16/06/1989
20001213X31771,Accident,DEN87FA220,1987-08-16,"ENGLEWOOD, CO",United States,,,,CENTENNIAL,Non-Fatal,Destroyed,,N64038,FAIRCHILD,PT-23,No,1,Reciprocating,,,Business,,0,2,0,0,VMC,TAKEOFF,Probable Cause,25/01/1989
20001213X31770,Accident,DEN87FA219,1987-08-16,"MILNER, CO",United States,,,,,Fatal(3),Destroyed,,N1359S,CESSNA,182P,No,1,Reciprocating,,,Personal,,3,0,0,0,VMC,DESCENT,Probable Cause,17/10/1988
20001213X31769,Accident,DEN87FA218,1987-08-16,"SWITZ CITY, IN",United States,,,,,Fatal(2),Destroyed,,N1418Y,CESSNA,172C,No,1,Reciprocating,,,Personal,,2,2,0,0,VMC,MANEUVERING,Probable Cause,01/05/1989
20001213X31760,Incident,DCA87RA047,1987-08-16,"FRANKFURT, Germany",Germany,,,,,Incident,,,N332AA,BOEING,B 767 200ER,No,0,Unknown,,SCHD,Unknown,,,,,,VMC,,Foreign,07/02/1995
20001213X31759,Accident,DCA87MA046,1987-08-16,"ROMULUS, MI",United States,,,DTW,DETROIT METRO WAYNE CNTY,Fatal(156),Destroyed,,N312RC,MCDONNELL DOUGLAS,DC-9-82,No,2,Turbo Fan,,SCHD,Unknown,,156,2,4,0,VMC,TAKEOFF,Probable Cause,28/04/1989
20001213X31734,Accident,BFO87LA059,1987-08-16,"GRAFTON, WV",United States,,,,,Non-Fatal,Destroyed,,N59FC,LAKE,LA-4-200,No,1,Reciprocating,,,Personal,,0,1,0,0,VMC,LANDING,Probable Cause,07/10/1988
20001213X31688,Accident,ANC87LA124,1987-08-16,"KING SALMON, AK",United States,,,,,Non-Fatal,Substantial,,N5118H,PIPER,PA-14,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,TAKEOFF,Probable Cause,31/08/1988
20001213X31687,Accident,ANC87LA123,1987-08-16,"SEWARD, AK",United States,,,SWD,SEWARD,Non-Fatal,Substantial,,N8976R,CHAMPION,7HC,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,LANDING,Probable Cause,31/08/1988
20001213X31921,Accident,NYC87LA234,1987-08-15,"VERGENNES, VT",United States,,,B06,BASIN HARBOR,Non-Fatal,Substantial,,N8288A,PIPER,PA-28RT-201T,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,LANDING,Probable Cause,26/05/1989
20001213X31920,Accident,NYC87LA233,1987-08-15,"DANSVILLE, NY",United States,,,DSV,DANSVILLE,Non-Fatal,Substantial,,N7653,SCHWEIZER,SGS-1-34,No,0,Unknown,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,16/06/1989
20001213X31892,Accident,MKC87LA164,1987-08-15,"MEDIAPOLIS, IA",United States,,,,,Non-Fatal,Substantial,,N4949X,ROCKWELL,S-2R,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,MANEUVERING,Probable Cause,16/06/1989
20001213X31881,Accident,MKC87FA161,1987-08-15,"SOLON SPRINGS, WI",United States,,,3D9,SOLON SPRINGS MUNI,Fatal(2),Destroyed,,N5831D,PIPER,PA-22-150,No,1,Reciprocating,,,Personal,,2,1,0,0,VMC,TAKEOFF,Probable Cause,11/01/1989
